"Name","xmin","ymin","xmax","ymax","width","height","filename"
"product_name",744,17,806,63,1109,144,"1608466652_0my5W.jpg@product_block_6.jpg"
"product_name",237,20,342,60,1109,144,"1608466652_0my5W.jpg@product_block_6.jpg"
"product_name",621,20,735,65,1109,144,"1608466652_0my5W.jpg@product_block_6.jpg"
"product_name",451,22,612,67,1109,144,"1608466652_0my5W.jpg@product_block_6.jpg"
"product_name",354,24,439,62,1109,144,"1608466652_0my5W.jpg@product_block_6.jpg"
"product_total_money",854,97,1098,140,1109,144,"1608466652_0my5W.jpg@product_block_6.jpg"
"product_id",85,53,417,99,1109,144,"1608466652_0my5W.jpg@product_block_6.jpg"
"product_quantity",596,98,636,143,1109,144,"1608466652_0my5W.jpg@product_block_6.jpg"
"product_name",80,13,226,49,1109,144,"1608466652_0my5W.jpg@product_block_6.jpg"
"product_unit_price",84,93,325,138,1109,144,"1608466652_0my5W.jpg@product_block_6.jpg"
"vat",1011,51,1077,97,1109,144,"1608466652_0my5W.jpg@product_block_6.jpg"
"outlier",12,1,49,39,1109,144,"1608466652_0my5W.jpg@product_block_6.jpg"
